file	sample	sample_name	condition	replicate
/scratch/lb4489/project/hcc/iprox/L003_T/CNHPP_HCC_LC_profiling_L003_T_F3.mzML	L003_T	L003_T	L003	1
/scratch/lb4489/project/hcc/iprox/L003_T/CNHPP_HCC_LC_profiling_L003_T_F1.mzML	L003_T	L003_T	L003	1
/scratch/lb4489/project/hcc/iprox/L003_T/CNHPP_HCC_LC_profiling_L003_T_F4.mzML	L003_T	L003_T	L003	1
/scratch/lb4489/project/hcc/iprox/L004_P/CNHPP_HCC_LC_profiling_L004_P_F6.mzML	L004_P	L004_P	L004	1
/scratch/lb4489/project/hcc/iprox/L004_P/CNHPP_HCC_LC_profiling_L004_P_F1.mzML	L004_P	L004_P	L004	1
/scratch/lb4489/project/hcc/iprox/L004_P/CNHPP_HCC_LC_profiling_L004_P_F4.mzML	L004_P	L004_P	L004	1
/scratch/lb4489/project/hcc/iprox/L004_P/CNHPP_HCC_LC_profiling_L004_P_F3.mzML	L004_P	L004_P	L004	1
/scratch/lb4489/project/hcc/iprox/L004_P/CNHPP_HCC_LC_profiling_L004_P_F5.mzML	L004_P	L004_P	L004	1
/scratch/lb4489/project/hcc/iprox/L004_P/CNHPP_HCC_LC_profiling_L004_P_F2.mzML	L004_P	L004_P	L004	1
/scratch/lb4489/project/hcc/iprox/L004_T/CNHPP_HCC_LC_profiling_L004_T_F6.mzML	L004_T	L004_T	L004	1
/scratch/lb4489/project/hcc/iprox/L004_T/CNHPP_HCC_LC_profiling_L004_T_F3.mzML	L004_T	L004_T	L004	1
/scratch/lb4489/project/hcc/iprox/L004_T/CNHPP_HCC_LC_profiling_L004_T_F2.mzML	L004_T	L004_T	L004	1
/scratch/lb4489/project/hcc/iprox/L004_T/CNHPP_HCC_LC_profiling_L004_T_F1.mzML	L004_T	L004_T	L004	1
/scratch/lb4489/project/hcc/iprox/L004_T/CNHPP_HCC_LC_profiling_L004_T_F5.mzML	L004_T	L004_T	L004	1
/scratch/lb4489/project/hcc/iprox/L004_T/CNHPP_HCC_LC_profiling_L004_T_F4.mzML	L004_T	L004_T	L004	1
/scratch/lb4489/project/hcc/iprox/L005_P/CNHPP_HCC_LC_profiling_L005_P_F1.mzML	L005_P	L005_P	L005	1
/scratch/lb4489/project/hcc/iprox/L005_P/CNHPP_HCC_LC_profiling_L005_P_F4.mzML	L005_P	L005_P	L005	1
/scratch/lb4489/project/hcc/iprox/L005_P/CNHPP_HCC_LC_profiling_L005_P_F2.mzML	L005_P	L005_P	L005	1
/scratch/lb4489/project/hcc/iprox/L005_P/CNHPP_HCC_LC_profiling_L005_P_F5.mzML	L005_P	L005_P	L005	1
/scratch/lb4489/project/hcc/iprox/L005_P/CNHPP_HCC_LC_profiling_L005_P_F3.mzML	L005_P	L005_P	L005	1
/scratch/lb4489/project/hcc/iprox/L005_P/CNHPP_HCC_LC_profiling_L005_P_F6.mzML	L005_P	L005_P	L005	1
/scratch/lb4489/project/hcc/iprox/L005_T/CNHPP_HCC_LC_profiling_L005_T_F5.mzML	L005_T	L005_T	L005	1
/scratch/lb4489/project/hcc/iprox/L005_T/CNHPP_HCC_LC_profiling_L005_T_F3.mzML	L005_T	L005_T	L005	1
/scratch/lb4489/project/hcc/iprox/L005_T/CNHPP_HCC_LC_profiling_L005_T_F4.mzML	L005_T	L005_T	L005	1
/scratch/lb4489/project/hcc/iprox/L005_T/CNHPP_HCC_LC_profiling_L005_T_F1.mzML	L005_T	L005_T	L005	1
/scratch/lb4489/project/hcc/iprox/L005_T/CNHPP_HCC_LC_profiling_L005_T_F2.mzML	L005_T	L005_T	L005	1
/scratch/lb4489/project/hcc/iprox/L005_T/CNHPP_HCC_LC_profiling_L005_T_F6.mzML	L005_T	L005_T	L005	1
/scratch/lb4489/project/hcc/iprox/L006_P/CNHPP_HCC_LC_profiling_L006_P_F5.mzML	L006_P	L006_P	L006	1
/scratch/lb4489/project/hcc/iprox/L006_P/CNHPP_HCC_LC_profiling_L006_P_F4.mzML	L006_P	L006_P	L006	1
/scratch/lb4489/project/hcc/iprox/L006_P/CNHPP_HCC_LC_profiling_L006_P_F2.mzML	L006_P	L006_P	L006	1
/scratch/lb4489/project/hcc/iprox/L006_P/CNHPP_HCC_LC_profiling_L006_P_F3.mzML	L006_P	L006_P	L006	1
/scratch/lb4489/project/hcc/iprox/L006_P/CNHPP_HCC_LC_profiling_L006_P_F1.mzML	L006_P	L006_P	L006	1
/scratch/lb4489/project/hcc/iprox/L006_P/CNHPP_HCC_LC_profiling_L006_P_F6.mzML	L006_P	L006_P	L006	1
/scratch/lb4489/project/hcc/iprox/L006_T/CNHPP_HCC_LC_profiling_L006_T_F1.mzML	L006_T	L006_T	L006	1
/scratch/lb4489/project/hcc/iprox/L006_T/CNHPP_HCC_LC_profiling_L006_T_F5.mzML	L006_T	L006_T	L006	1
/scratch/lb4489/project/hcc/iprox/L006_T/CNHPP_HCC_LC_profiling_L006_T_F6.mzML	L006_T	L006_T	L006	1
/scratch/lb4489/project/hcc/iprox/L006_T/CNHPP_HCC_LC_profiling_L006_T_F3.mzML	L006_T	L006_T	L006	1
/scratch/lb4489/project/hcc/iprox/L006_T/CNHPP_HCC_LC_profiling_L006_T_F2.mzML	L006_T	L006_T	L006	1
/scratch/lb4489/project/hcc/iprox/L006_T/CNHPP_HCC_LC_profiling_L006_T_F4.mzML	L006_T	L006_T	L006	1
/scratch/lb4489/project/hcc/iprox/L007_P/CNHPP_HCC_LC_profiling_L007_P_F3.mzML	L007_P	L007_P	L007	1
/scratch/lb4489/project/hcc/iprox/L007_P/CNHPP_HCC_LC_profiling_L007_P_F6.mzML	L007_P	L007_P	L007	1
/scratch/lb4489/project/hcc/iprox/L007_P/CNHPP_HCC_LC_profiling_L007_P_F1.mzML	L007_P	L007_P	L007	1
/scratch/lb4489/project/hcc/iprox/L007_P/CNHPP_HCC_LC_profiling_L007_P_F2.mzML	L007_P	L007_P	L007	1
/scratch/lb4489/project/hcc/iprox/L007_P/CNHPP_HCC_LC_profiling_L007_P_F4.mzML	L007_P	L007_P	L007	1
/scratch/lb4489/project/hcc/iprox/L007_P/CNHPP_HCC_LC_profiling_L007_P_F5.mzML	L007_P	L007_P	L007	1
/scratch/lb4489/project/hcc/iprox/L007_T/CNHPP_HCC_LC_profiling_L007_T_F4.mzML	L007_T	L007_T	L007	1
/scratch/lb4489/project/hcc/iprox/L007_T/CNHPP_HCC_LC_profiling_L007_T_F3.mzML	L007_T	L007_T	L007	1
/scratch/lb4489/project/hcc/iprox/L007_T/CNHPP_HCC_LC_profiling_L007_T_F6.mzML	L007_T	L007_T	L007	1
/scratch/lb4489/project/hcc/iprox/L007_T/CNHPP_HCC_LC_profiling_L007_T_F5.mzML	L007_T	L007_T	L007	1
/scratch/lb4489/project/hcc/iprox/L007_T/CNHPP_HCC_LC_profiling_L007_T_F2.mzML	L007_T	L007_T	L007	1
/scratch/lb4489/project/hcc/iprox/L007_T/CNHPP_HCC_LC_profiling_L007_T_F1.mzML	L007_T	L007_T	L007	1
/scratch/lb4489/project/hcc/iprox/L008_P/CNHPP_HCC_LC_profiling_L008_P_F1.mzML	L008_P	L008_P	L008	1
/scratch/lb4489/project/hcc/iprox/L008_P/CNHPP_HCC_LC_profiling_L008_P_F5.mzML	L008_P	L008_P	L008	1
/scratch/lb4489/project/hcc/iprox/L008_P/CNHPP_HCC_LC_profiling_L008_P_F2.mzML	L008_P	L008_P	L008	1
/scratch/lb4489/project/hcc/iprox/L008_P/CNHPP_HCC_LC_profiling_L008_P_F3.mzML	L008_P	L008_P	L008	1
/scratch/lb4489/project/hcc/iprox/L008_P/CNHPP_HCC_LC_profiling_L008_P_F6.mzML	L008_P	L008_P	L008	1
/scratch/lb4489/project/hcc/iprox/L008_P/CNHPP_HCC_LC_profiling_L008_P_F4.mzML	L008_P	L008_P	L008	1
/scratch/lb4489/project/hcc/iprox/L008_T/CNHPP_HCC_LC_profiling_L008_T_F2.mzML	L008_T	L008_T	L008	1
/scratch/lb4489/project/hcc/iprox/L008_T/CNHPP_HCC_LC_profiling_L008_T_F3.mzML	L008_T	L008_T	L008	1
/scratch/lb4489/project/hcc/iprox/L008_T/CNHPP_HCC_LC_profiling_L008_T_F6.mzML	L008_T	L008_T	L008	1
/scratch/lb4489/project/hcc/iprox/L008_T/CNHPP_HCC_LC_profiling_L008_T_F4.mzML	L008_T	L008_T	L008	1
/scratch/lb4489/project/hcc/iprox/L008_T/CNHPP_HCC_LC_profiling_L008_T_F5.mzML	L008_T	L008_T	L008	1
/scratch/lb4489/project/hcc/iprox/L008_T/CNHPP_HCC_LC_profiling_L008_T_F1.mzML	L008_T	L008_T	L008	1
/scratch/lb4489/project/hcc/iprox/L009_P/CNHPP_HCC_LC_profiling_L009_P_F1.mzML	L009_P	L009_P	L009	1
/scratch/lb4489/project/hcc/iprox/L009_P/CNHPP_HCC_LC_profiling_L009_P_F4.mzML	L009_P	L009_P	L009	1
/scratch/lb4489/project/hcc/iprox/L009_P/CNHPP_HCC_LC_profiling_L009_P_F2.mzML	L009_P	L009_P	L009	1
/scratch/lb4489/project/hcc/iprox/L009_P/CNHPP_HCC_LC_profiling_L009_P_F3.mzML	L009_P	L009_P	L009	1
/scratch/lb4489/project/hcc/iprox/L009_P/CNHPP_HCC_LC_profiling_L009_P_F6.mzML	L009_P	L009_P	L009	1
/scratch/lb4489/project/hcc/iprox/L009_P/CNHPP_HCC_LC_profiling_L009_P_F5.mzML	L009_P	L009_P	L009	1
/scratch/lb4489/project/hcc/iprox/L009_T/CNHPP_HCC_LC_profiling_L009_T_F5.mzML	L009_T	L009_T	L009	1
/scratch/lb4489/project/hcc/iprox/L009_T/CNHPP_HCC_LC_profiling_L009_T_F2.mzML	L009_T	L009_T	L009	1
/scratch/lb4489/project/hcc/iprox/L009_T/CNHPP_HCC_LC_profiling_L009_T_F4.mzML	L009_T	L009_T	L009	1
/scratch/lb4489/project/hcc/iprox/L009_T/CNHPP_HCC_LC_profiling_L009_T_F3.mzML	L009_T	L009_T	L009	1
/scratch/lb4489/project/hcc/iprox/L009_T/CNHPP_HCC_LC_profiling_L009_T_F6.mzML	L009_T	L009_T	L009	1
/scratch/lb4489/project/hcc/iprox/L009_T/CNHPP_HCC_LC_profiling_L009_T_F1.mzML	L009_T	L009_T	L009	1
/scratch/lb4489/project/hcc/iprox/L010_P/CNHPP_HCC_LC_profiling_L010_P_F1.mzML	L010_P	L010_P	L010	1
/scratch/lb4489/project/hcc/iprox/L010_P/CNHPP_HCC_LC_profiling_L010_P_F3.mzML	L010_P	L010_P	L010	1
/scratch/lb4489/project/hcc/iprox/L010_P/CNHPP_HCC_LC_profiling_L010_P_F5.mzML	L010_P	L010_P	L010	1
/scratch/lb4489/project/hcc/iprox/L010_P/CNHPP_HCC_LC_profiling_L010_P_F4.mzML	L010_P	L010_P	L010	1
/scratch/lb4489/project/hcc/iprox/L010_P/CNHPP_HCC_LC_profiling_L010_P_F2.mzML	L010_P	L010_P	L010	1
/scratch/lb4489/project/hcc/iprox/L010_P/CNHPP_HCC_LC_profiling_L010_P_F6.mzML	L010_P	L010_P	L010	1
/scratch/lb4489/project/hcc/iprox/L010_T/CNHPP_HCC_LC_profiling_L010_T_F5.mzML	L010_T	L010_T	L010	1
/scratch/lb4489/project/hcc/iprox/L010_T/CNHPP_HCC_LC_profiling_L010_T_F3.mzML	L010_T	L010_T	L010	1
/scratch/lb4489/project/hcc/iprox/L010_T/CNHPP_HCC_LC_profiling_L010_T_F6.mzML	L010_T	L010_T	L010	1
/scratch/lb4489/project/hcc/iprox/L010_T/CNHPP_HCC_LC_profiling_L010_T_F1.mzML	L010_T	L010_T	L010	1
/scratch/lb4489/project/hcc/iprox/L010_T/CNHPP_HCC_LC_profiling_L010_T_F2.mzML	L010_T	L010_T	L010	1
/scratch/lb4489/project/hcc/iprox/L010_T/CNHPP_HCC_LC_profiling_L010_T_F4.mzML	L010_T	L010_T	L010	1
/scratch/lb4489/project/hcc/iprox/L011_P/CNHPP_HCC_LC_profiling_L011_P_F3.mzML	L011_P	L011_P	L011	1
/scratch/lb4489/project/hcc/iprox/L011_P/CNHPP_HCC_LC_profiling_L011_P_F2.mzML	L011_P	L011_P	L011	1
/scratch/lb4489/project/hcc/iprox/L011_P/CNHPP_HCC_LC_profiling_L011_P_F1.mzML	L011_P	L011_P	L011	1
/scratch/lb4489/project/hcc/iprox/L011_P/CNHPP_HCC_LC_profiling_L011_P_F5.mzML	L011_P	L011_P	L011	1
/scratch/lb4489/project/hcc/iprox/L011_P/CNHPP_HCC_LC_profiling_L011_P_F6.mzML	L011_P	L011_P	L011	1
/scratch/lb4489/project/hcc/iprox/L011_P/CNHPP_HCC_LC_profiling_L011_P_F4.mzML	L011_P	L011_P	L011	1
/scratch/lb4489/project/hcc/iprox/L011_T/CNHPP_HCC_LC_profiling_L011_T_F2.mzML	L011_T	L011_T	L011	1
/scratch/lb4489/project/hcc/iprox/L011_T/CNHPP_HCC_LC_profiling_L011_T_F4.mzML	L011_T	L011_T	L011	1
/scratch/lb4489/project/hcc/iprox/L011_T/CNHPP_HCC_LC_profiling_L011_T_F1.mzML	L011_T	L011_T	L011	1
/scratch/lb4489/project/hcc/iprox/L011_T/CNHPP_HCC_LC_profiling_L011_T_F5.mzML	L011_T	L011_T	L011	1
/scratch/lb4489/project/hcc/iprox/L011_T/CNHPP_HCC_LC_profiling_L011_T_F6.mzML	L011_T	L011_T	L011	1
/scratch/lb4489/project/hcc/iprox/L011_T/CNHPP_HCC_LC_profiling_L011_T_F3.mzML	L011_T	L011_T	L011	1
/scratch/lb4489/project/hcc/iprox/L012_P/CNHPP_HCC_LC_profiling_L012_P_F4.mzML	L012_P	L012_P	L012	1
/scratch/lb4489/project/hcc/iprox/L012_P/CNHPP_HCC_LC_profiling_L012_P_F1.mzML	L012_P	L012_P	L012	1
/scratch/lb4489/project/hcc/iprox/L012_P/CNHPP_HCC_LC_profiling_L012_P_F6.mzML	L012_P	L012_P	L012	1
/scratch/lb4489/project/hcc/iprox/L012_P/CNHPP_HCC_LC_profiling_L012_P_F2.mzML	L012_P	L012_P	L012	1
/scratch/lb4489/project/hcc/iprox/L012_P/CNHPP_HCC_LC_profiling_L012_P_F5.mzML	L012_P	L012_P	L012	1
/scratch/lb4489/project/hcc/iprox/L012_P/CNHPP_HCC_LC_profiling_L012_P_F3.mzML	L012_P	L012_P	L012	1
/scratch/lb4489/project/hcc/iprox/L012_T/CNHPP_HCC_LC_profiling_L012_T_F1.mzML	L012_T	L012_T	L012	1
/scratch/lb4489/project/hcc/iprox/L012_T/CNHPP_HCC_LC_profiling_L012_T_F6.mzML	L012_T	L012_T	L012	1
/scratch/lb4489/project/hcc/iprox/L012_T/CNHPP_HCC_LC_profiling_L012_T_F3.mzML	L012_T	L012_T	L012	1
/scratch/lb4489/project/hcc/iprox/L012_T/CNHPP_HCC_LC_profiling_L012_T_F2.mzML	L012_T	L012_T	L012	1
/scratch/lb4489/project/hcc/iprox/L012_T/CNHPP_HCC_LC_profiling_L012_T_F4.mzML	L012_T	L012_T	L012	1
/scratch/lb4489/project/hcc/iprox/L012_T/CNHPP_HCC_LC_profiling_L012_T_F5.mzML	L012_T	L012_T	L012	1
/scratch/lb4489/project/hcc/iprox/L013_P/CNHPP_HCC_LC_profiling_L013_P_F3.mzML	L013_P	L013_P	L013	1
/scratch/lb4489/project/hcc/iprox/L013_P/CNHPP_HCC_LC_profiling_L013_P_F2.mzML	L013_P	L013_P	L013	1
/scratch/lb4489/project/hcc/iprox/L013_P/CNHPP_HCC_LC_profiling_L013_P_F6.mzML	L013_P	L013_P	L013	1
/scratch/lb4489/project/hcc/iprox/L013_P/CNHPP_HCC_LC_profiling_L013_P_F1.mzML	L013_P	L013_P	L013	1
/scratch/lb4489/project/hcc/iprox/L013_P/CNHPP_HCC_LC_profiling_L013_P_F5.mzML	L013_P	L013_P	L013	1
/scratch/lb4489/project/hcc/iprox/L013_P/CNHPP_HCC_LC_profiling_L013_P_F4.mzML	L013_P	L013_P	L013	1
/scratch/lb4489/project/hcc/iprox/L013_T/CNHPP_HCC_LC_profiling_L013_T_F2.mzML	L013_T	L013_T	L013	1
/scratch/lb4489/project/hcc/iprox/L013_T/CNHPP_HCC_LC_profiling_L013_T_F1.mzML	L013_T	L013_T	L013	1
/scratch/lb4489/project/hcc/iprox/L013_T/CNHPP_HCC_LC_profiling_L013_T_F6.mzML	L013_T	L013_T	L013	1
/scratch/lb4489/project/hcc/iprox/L013_T/CNHPP_HCC_LC_profiling_L013_T_F5.mzML	L013_T	L013_T	L013	1
/scratch/lb4489/project/hcc/iprox/L013_T/CNHPP_HCC_LC_profiling_L013_T_F3.mzML	L013_T	L013_T	L013	1
/scratch/lb4489/project/hcc/iprox/L013_T/CNHPP_HCC_LC_profiling_L013_T_F4.mzML	L013_T	L013_T	L013	1
/scratch/lb4489/project/hcc/iprox/L014_P/CNHPP_HCC_LC_profiling_L014_P_F2.mzML	L014_P	L014_P	L014	1
/scratch/lb4489/project/hcc/iprox/L014_P/CNHPP_HCC_LC_profiling_L014_P_F3.mzML	L014_P	L014_P	L014	1
/scratch/lb4489/project/hcc/iprox/L014_P/CNHPP_HCC_LC_profiling_L014_P_F4.mzML	L014_P	L014_P	L014	1
/scratch/lb4489/project/hcc/iprox/L014_P/CNHPP_HCC_LC_profiling_L014_P_F6.mzML	L014_P	L014_P	L014	1
/scratch/lb4489/project/hcc/iprox/L014_P/CNHPP_HCC_LC_profiling_L014_P_F5.mzML	L014_P	L014_P	L014	1
/scratch/lb4489/project/hcc/iprox/L014_P/CNHPP_HCC_LC_profiling_L014_P_F1.mzML	L014_P	L014_P	L014	1
/scratch/lb4489/project/hcc/iprox/L014_T/CNHPP_HCC_LC_profiling_L014_T_F2.mzML	L014_T	L014_T	L014	1
/scratch/lb4489/project/hcc/iprox/L014_T/CNHPP_HCC_LC_profiling_L014_T_F4.mzML	L014_T	L014_T	L014	1
/scratch/lb4489/project/hcc/iprox/L014_T/CNHPP_HCC_LC_profiling_L014_T_F6.mzML	L014_T	L014_T	L014	1
/scratch/lb4489/project/hcc/iprox/L014_T/CNHPP_HCC_LC_profiling_L014_T_F1.mzML	L014_T	L014_T	L014	1
/scratch/lb4489/project/hcc/iprox/L014_T/CNHPP_HCC_LC_profiling_L014_T_F3.mzML	L014_T	L014_T	L014	1
/scratch/lb4489/project/hcc/iprox/L014_T/CNHPP_HCC_LC_profiling_L014_T_F5.mzML	L014_T	L014_T	L014	1
/scratch/lb4489/project/hcc/iprox/L015_P/CNHPP_HCC_LC_profiling_L015_P_F1.mzML	L015_P	L015_P	L015	1
/scratch/lb4489/project/hcc/iprox/L015_P/CNHPP_HCC_LC_profiling_L015_P_F3.mzML	L015_P	L015_P	L015	1
/scratch/lb4489/project/hcc/iprox/L015_P/CNHPP_HCC_LC_profiling_L015_P_F5.mzML	L015_P	L015_P	L015	1
/scratch/lb4489/project/hcc/iprox/L015_P/CNHPP_HCC_LC_profiling_L015_P_F2.mzML	L015_P	L015_P	L015	1
/scratch/lb4489/project/hcc/iprox/L015_P/CNHPP_HCC_LC_profiling_L015_P_F4.mzML	L015_P	L015_P	L015	1
/scratch/lb4489/project/hcc/iprox/L015_P/CNHPP_HCC_LC_profiling_L015_P_F6.mzML	L015_P	L015_P	L015	1
/scratch/lb4489/project/hcc/iprox/L015_T/CNHPP_HCC_LC_profiling_L015_T_F4.mzML	L015_T	L015_T	L015	1
/scratch/lb4489/project/hcc/iprox/L015_T/CNHPP_HCC_LC_profiling_L015_T_F5.mzML	L015_T	L015_T	L015	1
/scratch/lb4489/project/hcc/iprox/L015_T/CNHPP_HCC_LC_profiling_L015_T_F3.mzML	L015_T	L015_T	L015	1
/scratch/lb4489/project/hcc/iprox/L015_T/CNHPP_HCC_LC_profiling_L015_T_F1.mzML	L015_T	L015_T	L015	1
/scratch/lb4489/project/hcc/iprox/L015_T/CNHPP_HCC_LC_profiling_L015_T_F6.mzML	L015_T	L015_T	L015	1
/scratch/lb4489/project/hcc/iprox/L015_T/CNHPP_HCC_LC_profiling_L015_T_F2.mzML	L015_T	L015_T	L015	1
/scratch/lb4489/project/hcc/iprox/L016_P/CNHPP_HCC_LC_profiling_L016_P_F2.mzML	L016_P	L016_P	L016	1
/scratch/lb4489/project/hcc/iprox/L016_P/CNHPP_HCC_LC_profiling_L016_P_F1.mzML	L016_P	L016_P	L016	1
/scratch/lb4489/project/hcc/iprox/L016_P/CNHPP_HCC_LC_profiling_L016_P_F6.mzML	L016_P	L016_P	L016	1
/scratch/lb4489/project/hcc/iprox/L016_P/CNHPP_HCC_LC_profiling_L016_P_F3.mzML	L016_P	L016_P	L016	1
/scratch/lb4489/project/hcc/iprox/L016_P/CNHPP_HCC_LC_profiling_L016_P_F4.mzML	L016_P	L016_P	L016	1
/scratch/lb4489/project/hcc/iprox/L016_P/CNHPP_HCC_LC_profiling_L016_P_F5.mzML	L016_P	L016_P	L016	1
/scratch/lb4489/project/hcc/iprox/L016_T/CNHPP_HCC_LC_profiling_L016_T_F4.mzML	L016_T	L016_T	L016	1
/scratch/lb4489/project/hcc/iprox/L016_T/CNHPP_HCC_LC_profiling_L016_T_F5.mzML	L016_T	L016_T	L016	1
/scratch/lb4489/project/hcc/iprox/L016_T/CNHPP_HCC_LC_profiling_L016_T_F1.mzML	L016_T	L016_T	L016	1
/scratch/lb4489/project/hcc/iprox/L016_T/CNHPP_HCC_LC_profiling_L016_T_F6.mzML	L016_T	L016_T	L016	1
/scratch/lb4489/project/hcc/iprox/L016_T/CNHPP_HCC_LC_profiling_L016_T_F2.mzML	L016_T	L016_T	L016	1
/scratch/lb4489/project/hcc/iprox/L016_T/CNHPP_HCC_LC_profiling_L016_T_F3.mzML	L016_T	L016_T	L016	1
/scratch/lb4489/project/hcc/iprox/L017_P/CNHPP_HCC_LC_profiling_L017_P_F1.mzML	L017_P	L017_P	L017	1
/scratch/lb4489/project/hcc/iprox/L017_P/CNHPP_HCC_LC_profiling_L017_P_F6.mzML	L017_P	L017_P	L017	1
/scratch/lb4489/project/hcc/iprox/L017_P/CNHPP_HCC_LC_profiling_L017_P_F4.mzML	L017_P	L017_P	L017	1
/scratch/lb4489/project/hcc/iprox/L017_P/CNHPP_HCC_LC_profiling_L017_P_F2.mzML	L017_P	L017_P	L017	1
/scratch/lb4489/project/hcc/iprox/L017_P/CNHPP_HCC_LC_profiling_L017_P_F3.mzML	L017_P	L017_P	L017	1
/scratch/lb4489/project/hcc/iprox/L017_P/CNHPP_HCC_LC_profiling_L017_P_F5.mzML	L017_P	L017_P	L017	1
/scratch/lb4489/project/hcc/iprox/L017_T/CNHPP_HCC_LC_profiling_L017_T_F2.mzML	L017_T	L017_T	L017	1
/scratch/lb4489/project/hcc/iprox/L017_T/CNHPP_HCC_LC_profiling_L017_T_F3.mzML	L017_T	L017_T	L017	1
/scratch/lb4489/project/hcc/iprox/L017_T/CNHPP_HCC_LC_profiling_L017_T_F1.mzML	L017_T	L017_T	L017	1
/scratch/lb4489/project/hcc/iprox/L017_T/CNHPP_HCC_LC_profiling_L017_T_F6.mzML	L017_T	L017_T	L017	1
/scratch/lb4489/project/hcc/iprox/L017_T/CNHPP_HCC_LC_profiling_L017_T_F5.mzML	L017_T	L017_T	L017	1
/scratch/lb4489/project/hcc/iprox/L017_T/CNHPP_HCC_LC_profiling_L017_T_F4.mzML	L017_T	L017_T	L017	1
/scratch/lb4489/project/hcc/iprox/L018_P/CNHPP_HCC_LC_profiling_L018_P_F1.mzML	L018_P	L018_P	L018	1
/scratch/lb4489/project/hcc/iprox/L018_P/CNHPP_HCC_LC_profiling_L018_P_F4.mzML	L018_P	L018_P	L018	1
/scratch/lb4489/project/hcc/iprox/L018_P/CNHPP_HCC_LC_profiling_L018_P_F5.mzML	L018_P	L018_P	L018	1
/scratch/lb4489/project/hcc/iprox/L018_P/CNHPP_HCC_LC_profiling_L018_P_F6.mzML	L018_P	L018_P	L018	1
/scratch/lb4489/project/hcc/iprox/L018_P/CNHPP_HCC_LC_profiling_L018_P_F2.mzML	L018_P	L018_P	L018	1
/scratch/lb4489/project/hcc/iprox/L018_P/CNHPP_HCC_LC_profiling_L018_P_F3.mzML	L018_P	L018_P	L018	1
/scratch/lb4489/project/hcc/iprox/L018_T/CNHPP_HCC_LC_profiling_L018_T_F6.mzML	L018_T	L018_T	L018	1
/scratch/lb4489/project/hcc/iprox/L018_T/CNHPP_HCC_LC_profiling_L018_T_F3.mzML	L018_T	L018_T	L018	1
/scratch/lb4489/project/hcc/iprox/L018_T/CNHPP_HCC_LC_profiling_L018_T_F1.mzML	L018_T	L018_T	L018	1
/scratch/lb4489/project/hcc/iprox/L018_T/CNHPP_HCC_LC_profiling_L018_T_F4.mzML	L018_T	L018_T	L018	1
/scratch/lb4489/project/hcc/iprox/L018_T/CNHPP_HCC_LC_profiling_L018_T_F2.mzML	L018_T	L018_T	L018	1
/scratch/lb4489/project/hcc/iprox/L018_T/CNHPP_HCC_LC_profiling_L018_T_F5.mzML	L018_T	L018_T	L018	1
/scratch/lb4489/project/hcc/iprox/L019_P/CNHPP_HCC_LC_profiling_L019_P_F3.mzML	L019_P	L019_P	L019	1
/scratch/lb4489/project/hcc/iprox/L019_P/CNHPP_HCC_LC_profiling_L019_P_F1.mzML	L019_P	L019_P	L019	1
/scratch/lb4489/project/hcc/iprox/L019_P/CNHPP_HCC_LC_profiling_L019_P_F5.mzML	L019_P	L019_P	L019	1
/scratch/lb4489/project/hcc/iprox/L019_P/CNHPP_HCC_LC_profiling_L019_P_F4.mzML	L019_P	L019_P	L019	1
/scratch/lb4489/project/hcc/iprox/L019_P/CNHPP_HCC_LC_profiling_L019_P_F2.mzML	L019_P	L019_P	L019	1
/scratch/lb4489/project/hcc/iprox/L019_P/CNHPP_HCC_LC_profiling_L019_P_F6.mzML	L019_P	L019_P	L019	1
/scratch/lb4489/project/hcc/iprox/L019_T/CNHPP_HCC_LC_profiling_L019_T_F4.mzML	L019_T	L019_T	L019	1
/scratch/lb4489/project/hcc/iprox/L019_T/CNHPP_HCC_LC_profiling_L019_T_F1.mzML	L019_T	L019_T	L019	1
/scratch/lb4489/project/hcc/iprox/L019_T/CNHPP_HCC_LC_profiling_L019_T_F2.mzML	L019_T	L019_T	L019	1
/scratch/lb4489/project/hcc/iprox/L019_T/CNHPP_HCC_LC_profiling_L019_T_F3.mzML	L019_T	L019_T	L019	1
/scratch/lb4489/project/hcc/iprox/L019_T/CNHPP_HCC_LC_profiling_L019_T_F5.mzML	L019_T	L019_T	L019	1
/scratch/lb4489/project/hcc/iprox/L019_T/CNHPP_HCC_LC_profiling_L019_T_F6.mzML	L019_T	L019_T	L019	1
/scratch/lb4489/project/hcc/iprox/L020_P/CNHPP_HCC_LC_profiling_L020_P_F2.mzML	L020_P	L020_P	L020	1
/scratch/lb4489/project/hcc/iprox/L020_P/CNHPP_HCC_LC_profiling_L020_P_F1.mzML	L020_P	L020_P	L020	1
/scratch/lb4489/project/hcc/iprox/L020_P/CNHPP_HCC_LC_profiling_L020_P_F4.mzML	L020_P	L020_P	L020	1
/scratch/lb4489/project/hcc/iprox/L020_P/CNHPP_HCC_LC_profiling_L020_P_F3.mzML	L020_P	L020_P	L020	1
/scratch/lb4489/project/hcc/iprox/L020_P/CNHPP_HCC_LC_profiling_L020_P_F6.mzML	L020_P	L020_P	L020	1
/scratch/lb4489/project/hcc/iprox/L020_P/CNHPP_HCC_LC_profiling_L020_P_F5.mzML	L020_P	L020_P	L020	1
/scratch/lb4489/project/hcc/iprox/L020_T/CNHPP_HCC_LC_profiling_L020_T_F4.mzML	L020_T	L020_T	L020	1
